Start_str	End_str	Rmag_avg(Re)	x_avg(Re)	y_avg(Re)	z_avg(Re)	Clang_avg	IMFBx_avg(nT)	IMFBy_avg(nT)	IMFBz_avg(nT)	ionVx_gsm_avg(km/s)	ionVx_gsm_med(km/s)	ionVx_gsm_std(km/s)	ionVx_gsm_rms(km/s)	ionDen_avg(1/cc)	ionDen_med(1/cc)	ionDen_std(1/cc)
2018-05-01 23:15:00	2018-05-01 23:25:00	15.841801188280996	1.9816961258604235	-15.457667290627336	-2.845198441472395	20.878	-0.408	1.588	4.135	-215.36586641010484	-216.1040802001953	7.587164105074023	215.49946977598913	14.092127	14.29102	1.164835
2018-05-02 01:15:00	2018-05-02 01:25:00	13.89078711004134	2.5885284328029265	-13.49820906814677	-2.01248921861182	26.285	-1.21	1.172	2.545	-144.00099167250153	-141.40496826171875	70.35143547610002	160.26730819543866	6.0874386	5.516101	1.8846337
2018-05-02 17:30:00	2018-05-02 17:40:00	14.541276334702296	-8.717308730223191	-11.638359360281498	-0.0577121512560442	41.342	1.105	2.665	3.037	7.337173765315149	7.364409923553467	6.801820655654419	10.00494293307643	0.84625965	0.8451999	0.026132392
2018-05-02 23:00:00	2018-05-02 23:10:00	19.068532348395312	-9.314954828799856	-16.45942826659827	-2.4345761996085944	33.524	0.105	2.57	3.857	22.95526791515207	23.7200984954834	45.71849007029386	51.15784064406909	1.9797515	1.901271	0.24196994
2018-05-02 23:40:00	2018-05-02 23:50:00	19.505340094167792	-9.322111712586754	-16.962177354689015	-2.416677037229805	33.828	1.117	2.527	3.79	20.878194877079554	7.619964599609375	54.83354620044171	58.67381707577314	2.5382183	2.5456536	0.2441293
2018-05-03 04:40:00	2018-05-03 04:50:00	22.17876890238709	-9.075165216282496	-20.23394832192165	0.3501508660153151	20.977	-3.237	1.325	3.463	-264.6659673246226	-262.92974853515625	12.347610586161545	264.95384078564643	8.379112	8.476062	1.1145456
2018-05-03 05:15:00	2018-05-03 05:25:00	22.428007139122883	-9.01734448066876	-20.51700063930624	0.8670388992674432	27.101	-3.048	1.733	3.295	-275.858624221687	-271.2507629394531	16.084352218373244	276.32713754491544	6.905379	7.128792	0.96949303
2018-05-03 09:40:00	2018-05-03 09:50:00	23.939695093552604	-8.424177219231483	-22.0432940052514	4.029225763793442	27.394	-3.158	0.777	1.472	-242.08323921834616	-240.13108825683594	14.149421543032169	242.4963934586439	14.539378	14.369395	2.5129976
2018-05-04 15:25:00	2018-05-04 15:35:00	18.608600692118863	-0.0112289136920684	-18.571452524426302	1.173509750211884	30.881	-2.215	1.085	1.812	-260.2216440071737	-260.7797546386719	17.08471179290322	260.781884698387	43.021645	43.986942	10.498567
2018-05-12 16:50:00	2018-05-12 17:00:00	23.33679587965448	-6.202226468614487	-22.464908453863604	1.2083462966617284	40.033	4.338	1.342	1.635	-323.0056127898145	-323.9483642578125	21.153387606386207	323.69753119378214	7.8480115	7.6932564	1.2940464
2018-05-12 17:35:00	2018-05-12 17:45:00	23.07706560685122	-5.9297068536057	-22.29900125141512	0.3718706173118	30.171	2.945	1.528	2.598	-323.0056127898145	-323.9483642578125	21.153387606386207	323.69753119378214	7.8480115	7.6932564	1.2940464
2018-05-15 23:45:00	2018-05-15 23:55:00	17.093373601576737	-2.2950149290597577	-16.839376194906	-1.8305353757447265	17.657	2.577	0.458	1.38	-207.60418507590222	-207.42201232910156	7.839781754759334	207.75215964940466	23.33353	23.630478	1.7310697
2018-05-16 00:15:00	2018-05-16 00:25:00	16.679177045803637	-2.045761732990881	-16.468307842994758	-1.6743830627820298	44.244	2.297	1.245	1.277	-200.4635498274618	-199.10592651367188	9.223312699264955	200.6756196117896	20.509604	20.302464	1.6755148
2018-05-16 01:15:00	2018-05-16 01:25:00	15.803891655446392	-1.5399972403147928	-15.67786813696491	-1.2626516404660617	41.165	2.567	1.233	1.437	-154.43865473946528	-173.88206481933594	54.15892336450076	163.65966839065032	9.944007	8.328209	5.1641817
2018-05-17 05:25:00	2018-05-17 05:35:00	21.6687763797974	-13.107343286187565	-16.98367107784326	3.0472379901061504	32.963	-3.755	3.632	5.657	-253.82674344858728	-266.762451171875	49.8670801939175	258.6788382855883	23.34405	24.385513	7.517968
2018-05-17 08:35:00	2018-05-17 08:45:00	23.01027049735169	-13.154057361371864	-18.12260994754887	5.292739696910256	17.29	-2.745	1.962	6.433	-282.83655661967265	-281.77618408203125	18.609302387702282	283.4480973579294	39.415337	39.620525	10.929617
2018-05-22 20:55:00	2018-05-22 21:05:00	21.80284140898767	-14.492375079381915	-16.270058120433774	0.7868523262769452	18.796	-3.195	1.922	5.693	24.119825439661668	25.922889709472656	38.29725227086432	45.25975597302721	0.7660094	0.76625127	0.056267
