Start_trang	End_trang	Clang_avg	Bx_avg(nT)
2016-02-20/19:10:00	2016-02-20/19:20:00	259.929	2.288
2016-02-20/19:50:00	2016-02-20/20:00:00	255.153	2.557
2016-02-20/20:35:00	2016-02-20/20:45:00	238.398	2.695
2016-02-20/21:05:00	2016-02-20/21:15:00	248.235	2.107
2016-02-21/05:25:00	2016-02-21/05:35:00	293.391	1.103
2016-02-21/13:55:00	2016-02-21/14:05:00	225.391	3.292
2016-02-22/02:55:00	2016-02-22/03:05:00	248.17	4.067
2016-02-22/03:25:00	2016-02-22/03:35:00	241.691	3.89
2016-02-22/13:15:00	2016-02-22/13:25:00	255.475	4.023
2016-02-22/20:25:00	2016-02-22/20:35:00	283.657	3.807
2016-02-23/00:30:00	2016-02-23/00:40:00	240.224	4.347
2016-02-23/02:40:00	2016-02-23/02:50:00	302.946	4.553
2016-02-23/05:00:00	2016-02-23/05:10:00	310.729	3.84
2016-02-23/05:35:00	2016-02-23/05:45:00	292.775	3.635
2016-02-23/12:35:00	2016-02-23/12:45:00	293.711	4.128
2016-02-23/13:40:00	2016-02-23/13:50:00	246.557	1.973
2016-02-23/14:10:00	2016-02-23/14:20:00	255.434	2.653
2016-02-23/14:40:00	2016-02-23/14:50:00	266.577	3.12
2016-02-23/15:10:00	2016-02-23/15:20:00	254.506	1.725
2016-02-23/16:10:00	2016-02-23/16:20:00	266.264	3.202
2016-02-23/16:55:00	2016-02-23/17:05:00	249.324	3.017
2016-02-23/17:35:00	2016-02-23/17:45:00	251.718	3.02
2016-02-23/18:05:00	2016-02-23/18:15:00	249.662	3.463
2016-02-23/18:35:00	2016-02-23/18:45:00	266.702	4.07
2016-02-23/19:05:00	2016-02-23/19:15:00	234.877	1.988
2016-02-24/00:45:00	2016-02-24/00:55:00	227.704	-2.757
2016-02-24/03:10:00	2016-02-24/03:20:00	251.998	-3.135
2016-02-24/04:35:00	2016-02-24/04:45:00	259.936	-2.082
2016-02-24/13:55:00	2016-02-24/14:05:00	272.038	-0.047
2016-02-24/14:25:00	2016-02-24/14:35:00	266.62	-2.737
2016-02-24/14:55:00	2016-02-24/15:05:00	271.658	-3.502
2016-02-24/15:25:00	2016-02-24/15:35:00	261.5	-3.0
2016-02-24/15:55:00	2016-02-24/16:05:00	243.202	-4.392
2016-02-24/16:45:00	2016-02-24/16:55:00	275.591	-4.2
2016-02-24/19:45:00	2016-02-24/19:55:00	257.647	-2.418
2016-02-24/20:15:00	2016-02-24/20:25:00	252.048	-1.732
2016-02-25/00:55:00	2016-02-25/01:05:00	275.81	1.982
2016-02-25/03:35:00	2016-02-25/03:45:00	263.323	2.75
2016-02-25/04:30:00	2016-02-25/04:40:00	230.236	2.313
2016-02-25/05:45:00	2016-02-25/05:55:00	237.504	-0.518
2016-02-25/12:10:00	2016-02-25/12:20:00	280.387	0.203
2016-02-25/12:45:00	2016-02-25/12:55:00	303.339	-3.262
2016-02-25/13:15:00	2016-02-25/13:25:00	280.777	0.133
2016-02-27/13:15:00	2016-02-27/13:25:00	282.058	-4.305
2016-02-27/13:45:00	2016-02-27/13:55:00	285.432	-4.527
2016-03-07/11:05:00	2016-03-07/11:15:00	244.922	2.833
2016-03-07/12:25:00	2016-03-07/12:35:00	229.317	4.042
2016-03-07/18:25:00	2016-03-07/18:35:00	237.059	4.733
2016-03-07/18:55:00	2016-03-07/19:05:00	250.273	5.11
2016-03-07/20:20:00	2016-03-07/20:30:00	242.693	2.787
2016-03-07/22:00:00	2016-03-07/22:10:00	228.79	2.633
2016-03-08/02:20:00	2016-03-08/02:30:00	280.585	4.388
2016-03-08/19:20:00	2016-03-08/19:30:00	251.904	2.65
2016-03-09/14:35:00	2016-03-09/14:45:00	242.891	2.168
2016-03-10/12:20:00	2016-03-10/12:30:00	269.678	2.987
2016-03-10/12:50:00	2016-03-10/13:00:00	257.867	0.808
2016-03-10/15:05:00	2016-03-10/15:15:00	250.289	0.847
2016-03-10/15:40:00	2016-03-10/15:50:00	241.878	0.188
2016-03-10/16:15:00	2016-03-10/16:25:00	241.443	0.627
2016-03-10/16:45:00	2016-03-10/16:55:00	232.606	-0.965
2016-03-10/17:50:00	2016-03-10/18:00:00	230.794	0.915
2016-03-10/20:40:00	2016-03-10/20:50:00	259.48	0.132
2016-03-11/00:20:00	2016-03-11/00:30:00	236.537	-2.282
2016-03-11/00:55:00	2016-03-11/01:05:00	225.917	-1.828
2016-03-13/15:55:00	2016-03-13/16:05:00	297.536	-2.863
2016-03-13/17:00:00	2016-03-13/17:10:00	312.268	-2.925
2016-03-13/17:30:00	2016-03-13/17:40:00	307.806	-3.17
2016-03-13/18:00:00	2016-03-13/18:10:00	296.649	-3.097
2016-03-13/18:30:00	2016-03-13/18:40:00	296.494	-3.193
2016-03-15/01:30:00	2016-03-15/01:40:00	262.709	6.618
2016-03-15/02:00:00	2016-03-15/02:10:00	240.178	6.645
2016-03-15/02:30:00	2016-03-15/02:40:00	231.634	5.233
2016-03-15/03:00:00	2016-03-15/03:10:00	229.415	2.387
2016-03-15/09:55:00	2016-03-15/10:05:00	283.686	5.435
2016-03-15/15:50:00	2016-03-15/16:00:00	256.383	5.712
2016-03-15/16:30:00	2016-03-15/16:40:00	254.012	5.505
2016-03-15/17:00:00	2016-03-15/17:10:00	262.972	5.048
2016-03-15/17:30:00	2016-03-15/17:40:00	260.527	3.87
2016-03-15/21:15:00	2016-03-15/21:25:00	237.575	2.102
2016-03-17/21:10:00	2016-03-17/21:20:00	302.169	3.568
2016-03-18/00:25:00	2016-03-18/00:35:00	245.045	6.135
2016-03-18/10:25:00	2016-03-18/10:35:00	250.514	4.628
2016-03-18/11:10:00	2016-03-18/11:20:00	247.474	2.527
2016-03-18/11:40:00	2016-03-18/11:50:00	230.734	0.833
2016-03-18/12:15:00	2016-03-18/12:25:00	227.671	-1.977
2016-03-18/12:45:00	2016-03-18/12:55:00	240.262	-4.323
2016-03-18/13:15:00	2016-03-18/13:25:00	256.218	-2.288
2016-03-18/14:15:00	2016-03-18/14:25:00	265.211	3.007
2016-03-18/14:45:00	2016-03-18/14:55:00	273.664	4.397
2016-03-18/15:35:00	2016-03-18/15:45:00	256.939	5.498
2016-03-18/17:30:00	2016-03-18/17:40:00	248.721	4.1
2016-03-18/18:15:00	2016-03-18/18:25:00	233.558	4.515
2016-03-18/19:50:00	2016-03-18/20:00:00	258.42	3.768
2016-03-18/20:20:00	2016-03-18/20:30:00	257.765	1.615
2016-03-18/21:05:00	2016-03-18/21:15:00	244.394	2.638
2016-03-18/21:35:00	2016-03-18/21:45:00	254.091	2.51
2016-03-18/22:05:00	2016-03-18/22:15:00	246.063	2.735
2016-03-19/01:00:00	2016-03-19/01:10:00	266.787	2.312
2016-03-19/01:30:00	2016-03-19/01:40:00	277.244	2.833
2016-03-19/02:05:00	2016-03-19/02:15:00	253.673	3.138
2016-03-19/02:35:00	2016-03-19/02:45:00	279.387	-0.29
2016-03-19/12:40:00	2016-03-19/12:50:00	283.12	3.925
2016-03-19/18:25:00	2016-03-19/18:35:00	252.835	-1.59
2016-03-20/02:10:00	2016-03-20/02:20:00	240.393	2.827
2016-03-20/13:50:00	2016-03-20/14:00:00	269.087	3.52
2016-03-20/20:00:00	2016-03-20/20:10:00	227.574	1.352
2016-03-20/20:30:00	2016-03-20/20:40:00	245.362	1.388
2016-03-21/09:35:00	2016-03-21/09:45:00	291.636	4.323
2016-03-21/10:10:00	2016-03-21/10:20:00	276.773	4.273
2016-03-21/11:50:00	2016-03-21/12:00:00	272.614	4.728
2016-03-21/12:20:00	2016-03-21/12:30:00	287.137	4.508
2016-03-29/08:45:00	2016-03-29/08:55:00	245.736	-3.678
2016-03-30/15:50:00	2016-03-30/16:00:00	252.04	-1.963
2016-03-30/17:35:00	2016-03-30/17:45:00	257.922	-3.217
2016-03-30/18:25:00	2016-03-30/18:35:00	250.374	-2.527
2016-04-01/13:10:00	2016-04-01/13:20:00	309.223	-3.13
2016-04-02/12:35:00	2016-04-02/12:45:00	279.752	-4.683
2016-04-03/00:35:00	2016-04-03/00:45:00	245.765	2.825
2016-04-03/01:05:00	2016-04-03/01:15:00	230.778	5.2
2016-04-03/07:50:00	2016-04-03/08:00:00	308.059	3.27
2016-04-03/10:00:00	2016-04-03/10:10:00	225.814	4.683
2016-04-03/12:05:00	2016-04-03/12:15:00	266.51	4.84
2016-04-03/13:10:00	2016-04-03/13:20:00	274.937	3.588
2016-04-03/13:40:00	2016-04-03/13:50:00	276.231	3.838
2016-04-03/15:20:00	2016-04-03/15:30:00	237.847	5.635
2016-04-03/16:40:00	2016-04-03/16:50:00	235.185	4.112
2016-04-03/17:10:00	2016-04-03/17:20:00	225.443	3.828
2016-04-03/22:10:00	2016-04-03/22:20:00	258.329	-0.978
2016-04-04/11:45:00	2016-04-04/11:55:00	309.844	-3.048
2016-04-04/17:25:00	2016-04-04/17:35:00	284.377	4.73
2016-04-04/18:35:00	2016-04-04/18:45:00	282.625	3.58
2016-04-04/19:20:00	2016-04-04/19:30:00	284.473	1.363
2016-04-04/19:50:00	2016-04-04/20:00:00	276.822	3.487
2016-04-06/23:30:00	2016-04-06/23:40:00	225.545	6.397
2016-04-07/12:45:00	2016-04-07/12:55:00	296.164	0.062
2016-04-07/13:15:00	2016-04-07/13:25:00	294.39	0.255
2016-04-07/14:15:00	2016-04-07/14:25:00	300.112	2.39
2016-04-07/14:45:00	2016-04-07/14:55:00	298.35	1.095
2016-04-07/15:15:00	2016-04-07/15:25:00	309.486	-0.513
2016-04-07/15:45:00	2016-04-07/15:55:00	307.345	-0.795
2016-04-12/16:05:00	2016-04-12/16:15:00	248.231	7.745
2016-04-12/17:35:00	2016-04-12/17:45:00	245.016	8.765
2016-04-13/10:25:00	2016-04-13/10:35:00	235.277	2.675
2016-04-15/06:15:00	2016-04-15/06:25:00	286.958	3.632
2016-04-15/06:45:00	2016-04-15/06:55:00	286.885	3.265
2016-04-15/07:15:00	2016-04-15/07:25:00	278.576	4.373
2016-04-15/07:55:00	2016-04-15/08:05:00	284.399	3.837
2016-04-15/08:25:00	2016-04-15/08:35:00	285.81	4.587
2016-04-15/08:55:00	2016-04-15/09:05:00	287.378	4.262
2016-04-15/09:25:00	2016-04-15/09:35:00	292.8	4.3
2016-04-15/09:55:00	2016-04-15/10:05:00	301.576	4.303
2016-04-15/10:25:00	2016-04-15/10:35:00	306.489	4.353
2016-04-16/11:25:00	2016-04-16/11:35:00	263.808	-3.223
2016-04-16/12:30:00	2016-04-16/12:40:00	270.909	1.098
2016-04-16/13:05:00	2016-04-16/13:15:00	259.372	-1.398
2016-04-16/13:35:00	2016-04-16/13:45:00	264.724	-1.643
2016-04-16/15:10:00	2016-04-16/15:20:00	252.26	-2.443
2016-04-16/15:40:00	2016-04-16/15:50:00	251.826	-3.237
2016-04-16/16:10:00	2016-04-16/16:20:00	251.69	-6.79
2016-04-16/16:40:00	2016-04-16/16:50:00	243.931	-4.118
2016-04-16/17:10:00	2016-04-16/17:20:00	246.631	-3.063
2016-04-17/21:45:00	2016-04-17/21:55:00	300.31	-2.473
2016-04-17/22:15:00	2016-04-17/22:25:00	295.291	-1.192
2016-04-17/23:20:00	2016-04-17/23:30:00	298.063	-1.495
2016-04-26/19:45:00	2016-04-26/19:55:00	229.691	-2.132
2016-04-26/20:15:00	2016-04-26/20:25:00	230.377	-1.482
2016-04-26/20:45:00	2016-04-26/20:55:00	242.759	-1.712
2016-04-27/06:00:00	2016-04-27/06:10:00	232.738	-4.368
2016-04-27/18:50:00	2016-04-27/19:00:00	244.328	-3.63
2016-04-30/08:30:00	2016-04-30/08:40:00	253.49	4.433
2016-04-30/09:00:00	2016-04-30/09:10:00	252.68	4.663
2016-04-30/10:00:00	2016-04-30/10:10:00	265.998	5.235
2016-04-30/10:30:00	2016-04-30/10:40:00	261.803	4.877
2016-04-30/11:50:00	2016-04-30/12:00:00	265.486	5.468
2016-04-30/19:40:00	2016-04-30/19:50:00	233.22	4.895
2016-05-02/05:00:00	2016-05-02/05:10:00	233.236	1.75
2016-05-02/08:10:00	2016-05-02/08:20:00	242.466	4.702
2016-05-02/08:40:00	2016-05-02/08:50:00	232.351	3.863
2016-05-02/11:20:00	2016-05-02/11:30:00	314.824	-0.982
2016-05-03/14:45:00	2016-05-03/14:55:00	266.773	-2.718
2016-05-03/15:15:00	2016-05-03/15:25:00	241.469	-3.86
2016-05-03/17:20:00	2016-05-03/17:30:00	229.336	-4.512
2016-05-03/18:30:00	2016-05-03/18:40:00	241.614	-4.383
2016-05-03/19:25:00	2016-05-03/19:35:00	248.283	-3.677
2016-05-03/20:15:00	2016-05-03/20:25:00	250.006	-3.713
2016-05-04/09:15:00	2016-05-04/09:25:00	294.586	1.157
2016-05-04/10:35:00	2016-05-04/10:45:00	237.069	1.338
2016-05-04/15:15:00	2016-05-04/15:25:00	256.469	2.878
2016-05-04/17:40:00	2016-05-04/17:50:00	250.028	1.893
2016-05-04/18:30:00	2016-05-04/18:40:00	302.503	-2.15
2016-05-04/19:00:00	2016-05-04/19:10:00	295.701	-1.535
2016-05-04/19:30:00	2016-05-04/19:40:00	290.421	-1.407
2016-05-04/20:00:00	2016-05-04/20:10:00	283.022	-2.0
2016-05-04/20:30:00	2016-05-04/20:40:00	282.867	-1.727
2016-05-04/21:00:00	2016-05-04/21:10:00	280.45	-1.648
2016-05-04/21:30:00	2016-05-04/21:40:00	291.108	-1.12
2016-05-05/04:45:00	2016-05-05/04:55:00	281.127	-2.173
2016-05-05/05:15:00	2016-05-05/05:25:00	260.911	-2.68
2016-05-05/15:30:00	2016-05-05/15:40:00	289.821	-0.547
2016-05-05/17:25:00	2016-05-05/17:35:00	291.293	-1.568
2016-05-05/18:55:00	2016-05-05/19:05:00	298.442	0.163
2016-05-06/10:40:00	2016-05-06/10:50:00	248.776	-0.408
2016-05-06/11:55:00	2016-05-06/12:05:00	237.709	3.22
2016-05-06/12:25:00	2016-05-06/12:35:00	233.91	2.37
2016-05-09/15:20:00	2016-05-09/15:30:00	242.913	4.603
2016-05-10/05:15:00	2016-05-10/05:25:00	232.031	0.338
2016-05-10/06:35:00	2016-05-10/06:45:00	235.165	2.768
2016-05-10/07:20:00	2016-05-10/07:30:00	239.582	1.988
2016-05-10/20:40:00	2016-05-10/20:50:00	278.493	2.3
2016-05-12/10:10:00	2016-05-12/10:20:00	249.978	3.83
2016-05-13/09:50:00	2016-05-13/10:00:00	245.806	-0.075
2016-05-13/10:20:00	2016-05-13/10:30:00	249.454	-1.077
2016-05-13/10:50:00	2016-05-13/11:00:00	227.48	-2.612
2016-05-13/11:50:00	2016-05-13/12:00:00	232.723	-2.343
2016-05-13/12:35:00	2016-05-13/12:45:00	262.365	0.402
2016-05-13/13:05:00	2016-05-13/13:15:00	250.683	0.062
2016-05-13/13:35:00	2016-05-13/13:45:00	230.58	-2.097
2016-05-13/15:05:00	2016-05-13/15:15:00	233.549	-0.96
2016-05-14/04:55:00	2016-05-14/05:05:00	258.667	3.372
2016-05-14/05:25:00	2016-05-14/05:35:00	270.842	4.627
2016-05-14/05:55:00	2016-05-14/06:05:00	265.444	4.422
2016-05-14/07:25:00	2016-05-14/07:35:00	268.004	4.91
2016-05-14/08:35:00	2016-05-14/08:45:00	225.808	7.033
2016-05-14/09:10:00	2016-05-14/09:20:00	227.593	3.365
2016-05-14/10:10:00	2016-05-14/10:20:00	237.74	-2.158
2016-05-17/04:25:00	2016-05-17/04:35:00	309.185	-4.53
2016-05-18/06:10:00	2016-05-18/06:20:00	258.38	-4.222
2016-05-18/09:30:00	2016-05-18/09:40:00	297.04	-4.452
2016-05-28/02:55:00	2016-05-28/03:05:00	227.919	3.98
2016-05-28/04:40:00	2016-05-28/04:50:00	284.815	8.237
2016-05-28/07:35:00	2016-05-28/07:45:00	291.675	2.197
2016-05-28/08:05:00	2016-05-28/08:15:00	286.824	2.147
2016-05-28/11:00:00	2016-05-28/11:10:00	273.506	0.548
2016-05-28/12:20:00	2016-05-28/12:30:00	263.879	3.598
2016-05-28/12:50:00	2016-05-28/13:00:00	299.087	3.37
2016-05-28/13:20:00	2016-05-28/13:30:00	280.161	0.202
2016-05-28/13:50:00	2016-05-28/14:00:00	298.893	1.01
2016-05-28/14:20:00	2016-05-28/14:30:00	298.166	1.015
2016-05-28/15:45:00	2016-05-28/15:55:00	287.657	2.857
2016-05-28/18:45:00	2016-05-28/18:55:00	262.003	2.408
2016-05-29/01:45:00	2016-05-29/01:55:00	284.304	0.778
2016-05-29/03:50:00	2016-05-29/04:00:00	282.138	0.357
2016-05-29/04:25:00	2016-05-29/04:35:00	288.561	0.985
2016-05-29/05:30:00	2016-05-29/05:40:00	305.497	-3.31
2016-05-29/06:15:00	2016-05-29/06:25:00	306.331	-1.397
2016-05-29/09:25:00	2016-05-29/09:35:00	277.908	2.897
2016-05-29/09:55:00	2016-05-29/10:05:00	257.981	2.792
2016-05-29/15:30:00	2016-05-29/15:40:00	288.873	-1.125
2016-05-30/02:40:00	2016-05-30/02:50:00	248.367	4.768
2016-05-30/04:50:00	2016-05-30/05:00:00	286.98	-1.44
2016-05-30/07:15:00	2016-05-30/07:25:00	241.924	2.387
2016-05-30/08:00:00	2016-05-30/08:10:00	268.587	1.552
2016-05-30/08:50:00	2016-05-30/09:00:00	265.21	3.023
2016-05-30/09:20:00	2016-05-30/09:30:00	271.55	2.197
2016-05-30/09:50:00	2016-05-30/10:00:00	275.711	3.94
2016-05-30/10:20:00	2016-05-30/10:30:00	267.143	3.412
2016-05-30/13:20:00	2016-05-30/13:30:00	266.897	3.228
2016-05-30/14:30:00	2016-05-30/14:40:00	271.308	3.652
